name,description,author,test_type,test_category,priority,scrum_name,steps,expected_output,automation_status,automation_script_path,automation_author,tag,feature_id
Upload Test 95,Upload Test 95,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 96,Upload Test 96,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 97,Upload Test 97,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 98,Upload Test 98,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 99,Upload Test 99,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 100,Upload Test 100,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 101,Upload Test 101,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 102,Upload Test 102,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 103,Upload Test 103,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 104,Upload Test 104,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 105,Upload Test 105,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 106,Upload Test 106,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 107,Upload Test 107,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 108,Upload Test 108,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 109,Upload Test 109,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 110,Upload Test 110,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 111,Upload Test 111,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 112,Upload Test 112,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 113,Upload Test 113,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 114,Upload Test 114,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 115,Upload Test 115,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 116,Upload Test 116,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 117,Upload Test 117,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 118,Upload Test 118,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 119,Upload Test 119,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 120,Upload Test 120,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 121,Upload Test 121,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 122,Upload Test 122,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 123,Upload Test 123,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 124,Upload Test 124,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 125,Upload Test 125,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 126,Upload Test 126,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 127,Upload Test 127,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 128,Upload Test 128,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 129,Upload Test 129,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 130,Upload Test 130,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 131,Upload Test 131,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 132,Upload Test 132,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 133,Upload Test 133,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 134,Upload Test 134,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 135,Upload Test 135,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 136,Upload Test 136,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 137,Upload Test 137,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 138,Upload Test 138,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 139,Upload Test 139,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 140,Upload Test 140,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 141,Upload Test 141,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 142,Upload Test 142,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 143,Upload Test 143,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 144,Upload Test 144,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 145,Upload Test 145,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 146,Upload Test 146,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 147,Upload Test 147,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 148,Upload Test 148,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 149,Upload Test 149,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 150,Upload Test 150,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 151,Upload Test 151,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 152,Upload Test 152,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 153,Upload Test 153,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 154,Upload Test 154,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 155,Upload Test 155,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 156,Upload Test 156,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 157,Upload Test 157,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 158,Upload Test 158,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 159,Upload Test 159,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 160,Upload Test 160,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 161,Upload Test 161,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 162,Upload Test 162,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 163,Upload Test 163,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 164,Upload Test 164,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 165,Upload Test 165,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 166,Upload Test 166,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 167,Upload Test 167,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 168,Upload Test 168,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 169,Upload Test 169,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 170,Upload Test 170,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 171,Upload Test 171,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 172,Upload Test 172,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 173,Upload Test 173,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 174,Upload Test 174,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 175,Upload Test 175,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 176,Upload Test 176,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 177,Upload Test 177,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 178,Upload Test 178,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 179,Upload Test 179,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 180,Upload Test 180,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 181,Upload Test 181,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 182,Upload Test 182,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 183,Upload Test 183,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 184,Upload Test 184,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 185,Upload Test 185,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 186,Upload Test 186,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 187,Upload Test 187,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 188,Upload Test 188,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 189,Upload Test 189,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
